university,campus,track,major,major_desc,keywords,related_subjects,related_activities
명지대학교,자연,자연,환경시스템공학전공,환경 문제를 공학적으로 해결하는 전공,환경시스템|지속가능|공학|수질|대기|폐기물|환경플랜트|신재생에너지|탄소중립|환경영향평가|정화기술,화학I|화학II|생명과학I|지구과학I|미적분,환경정화실험|오염도측정|재활용아이디어|환경동아리|에코프로젝트|생태탐사
명지대학교,자연,자연,스마트모빌리티공학전공,미래 교통과 이동 기술을 연구하는 전공,스마트모빌리티|자율주행|교통|전기차|드론|UAM|지능형교통|차량제어|센서|임베디드|미래자동차,물리학I|물리학II|정보|미적분|기하|기술가정,자율주행키트|RC카제작|교통시스템분석|모빌리티아이디어|코딩실습|물리탐구
명지대학교,자연,자연,화학공학전공,화학 공정과 산업 응용을 연구하는 전공,화학공정|에너지|소재|석유화학|반도체소재|고분자|공정설계|열전달|물질전달|화공기사|엔지니어,화학I|화학II|물리학I|물리학II|미적분,화학합성|공정모형|비누제조|화학동아리|신소재탐구|에너지실험
명지대학교,자연,자연,신소재공학전공,첨단 재료의 구조와 물성을 연구하는 전공,신소재|물성|재료|반도체|세라믹|금속|폴리머|나노재료|디스플레이|배터리소재|재료과학,물리학I|물리학II|화학I|화학II|미적분|기하,결정구조제작|소재물성실험|신소재조사|반도체탐구|과학동아리|논문읽기
명지대학교,자연,자연,반도체공학부,반도체 소자와 공정을 전문적으로 교육,반도체|소자|공정|시스템|회로설계|메모리|비메모리|패키징|반도체장비|클린룸|물리전자|집적회로,물리학I|물리학II|화학I|미적분|기하|정보,반도체뉴스분석|논리회로실습|다이오드실험|물리동아리|공정영상시청|기업분석
명지대학교,자연,자연,전기전자공학부,전기와 전자 기술 전반을 다루는 학부,전기|전자|전력|회로|통신|반도체|제어|신호처리|임베디드|자동화|디스플레이|에너지,물리학I|물리학II|미적분|기하|정보|화학I,회로조립|납땜|아두이노|전자공작|물리실험|전기기기탐구
명지대학교,자연,자연,컴퓨터공학전공,컴퓨터 시스템과 소프트웨어를 연구하는 전공,컴퓨터|소프트웨어|시스템|운영체제|네트워크|데이터베이스|보안|알고리즘|컴퓨터구조|인공지능|서버,정보|정보과학|미적분|확률과통계|물리학I,컴퓨터조립|OS설치|네트워크실습|코딩대회|서버관리|보안동아리
명지대학교,자연,자연,정보통신공학전공,통신 시스템과 네트워크 기술을 연구하는 전공,정보통신|네트워크|통신|무선통신|사물인터넷|IoT|5G|광통신|신호처리|통신프로토콜|전파,물리학I|물리학II|미적분|기하|정보,통신장비실습|주파수분석|무선키트제작|네트워크구성|코딩동아리|전파탐구
명지대학교,자연,자연,산업경영공학과,생산과 시스템 효율화를 연구하는 학과,산업공학|시스템|효율|품질관리|생산관리|인간공학|물류|SCM|데이터분석|최적화|경영과학|스마트팩토리,확률과통계|미적분|수학I|수학II|정보|경제,공정최적화|동선분석|통계프로젝트|인간공학디자인|효율성탐구|산업이슈분석
명지대학교,자연,자연,건축학전공,건축 설계와 공간 창작을 중심으로 교육,건축설계|공간|건축|건축가|건축디자인|CAD|BIM|도시설계|건축역사|실내건축|환경디자인|미학,미술|수학I|수학II|기하|물리학I|사회·문화,건축스케치|모형만들기|공간분석|건축사진|유명건축물탐방|설계실습
명지대학교,자연,자연,전통건축학전공,한국 전통 건축과 문화유산을 연구하는 전공,전통건축|문화유산|보존|한옥|문화재수리|고건축|건축역사|한국미|목조건축|보수|복원,한국사|동아시아사|미술|물리학I|기술가정,한옥답사|목공실습|문화재봉사|전통건축모형|역사탐구|고궁견학
명지대학교,자연,자연,공간디자인학과,실내와 공공 공간을 디자인하는 학과,공간디자인|인테리어|시각|실내디자인|전시디자인|가구디자인|공공디자인|VMD|환경디자인|조명|색채,미술|미술창작|기술가정|사회·문화|기하,인테리어스케치|공간모형|가구제작|전시관람|디자인동아리|포트폴리오
명지대학교,자연,자연,자율전공학부(자연),자연과학과 공학 분야를 폭넓게 탐색하는 학부,자연과학|공학|융합|전공탐색|기초과학|공학설계|진로설계|실험실습|이공계|다학제,수학|물리|화학|생명과학|정보,과학실험|전공체험|랩실견학|공학기초설계|진로탐구|융합프로젝트
가톨릭대학교,성심,인문,국어국문학과,국어와 한국문학을 체계적으로 연구하며 언어 구조와 문학 작품을 탐구하는 학과,국어|문학|언어|비평|글쓰기|한국어교육|출판|작가|방송|국어학|고전문학|현대문학|스토리텔링,국어|문학|언어와매체|화법과작문|한국사|고전읽기,문학기행|시낭송|비평문쓰기|독서토론|교지편집|한국어도우미
가톨릭대학교,성심,인문,철학과,동서양 철학 전통을 바탕으로 인간과 사회에 대한 근본적 질문을 탐구하는 학과,철학|윤리|비판적사고|사상|인문학|논리|미학|동양철학|서양철학|가치관|인권|사회정의,생활과윤리|윤리와사상|사회·문화|고전읽기|역사,철학토론|고전강독|논술연습|인문학동아리|사회문제비평|윤리탐구
가톨릭대학교,성심,인문,국사학과,한국사를 중심으로 사료 분석과 역사 해석을 수행하는 학과,한국사|역사|사료|문화유산|역사학자|큐레이터|박물관|기록관리|고고학|답사|역사교육|한국문화,한국사|동아시아사|세계사|사회·문화|여행지리|한문,역사답사|박물관도슨트|사료해석|역사신문|문화재지킴이|역사동아리
가톨릭대학교,성심,인문,영어영문학부,영어와 영미문화를 심층적으로 학습하는 학부,영어|영문학|언어|문화|영어교육|통번역|영미소설|영어학|비즈니스영어|국제|외국계|커뮤니케이션,영어I|영어II|영어권문화|진로영어|영미문학읽기|세계사,영어연극|팝송부르기|영자에세이|영어토론|번역봉사|원서읽기
가톨릭대학교,성심,인문,중국언어문화학과,중국어와 중국 사회·문화를 함께 교육하는 학과,중국어|중국문화|국제교류|중국통상|HSK|중국지역학|한중관계|무역|관광|통번역|중국문학,중국어I|중국어II|중국문화|동아시아사|세계지리,중국어말하기|문화체험|중국드라마|번역연습|한중교류활동|중국이슈
가톨릭대학교,성심,인문,일어일본문화학과,일본어와 일본 문화를 종합적으로 학습하는 학과,일본어|일본문화|국제교류|JLPT|일본학|한일관계|통번역|일본기업|관광|일본문학|대중문화,일본어I|일본어II|일본문화|세계사|사회·문화,일본어회화|문화발표|원서독해|펜팔|일본여행계획|번역봉사
가톨릭대학교,성심,인문,프랑스어문화학과,프랑스어와 유럽 문화를 이해하는 언어·문화 전공,프랑스어|유럽문화|국제|불문학|프랑스|EU|통번역|문화예술|관광|패션|와인|외교,프랑스어I|프랑스어II|세계사|세계지리|사회·문화,프랑스영화|샹송|문화탐구|유럽이슈|프랑스어스터디|문화원방문
가톨릭대학교,성심,인문,사회복지학과,복지 정책과 실천 능력을 갖춘 사회복지사를 양성하는 학과,사회복지|복지정책|상담|사회문제|사회복지사|NGO|봉사|인권|노인복지|아동복지|장애인복지|지역사회,사회·문화|생활과윤리|정치와법|심리학|통합사회,봉사활동|복지기관방문|캠페인기획|수어배우기|사회문제탐구|멘토링
가톨릭대학교,성심,인문,심리학과,인간의 행동과 정신 과정을 과학적으로 연구하는 학과,심리|인지|행동|상담|임상심리|상담심리|범죄심리|산업심리|심리치료|통계|뇌과학|데이터,심리학|생활과윤리|사회·문화|생명과학I|확률과통계,또래상담|심리실험설계|성격검사|상담봉사|심리동아리|논문분석
가톨릭대학교,성심,인문,사회학과,현대 사회 구조와 문제를 분석하는 학과,사회구조|사회문제|조사|분석|사회학자|여론조사|데이터분석|불평등|사회변동|대중문화|도시사회|통계,사회·문화|정치와법|확률과통계|사회문제탐구|통합사회,사회조사|설문지작성|통계분석|사회비평|시사토론|뉴스스크랩
가톨릭대학교,성심,인문,경영학과,기업과 조직 운영에 필요한 이론과 실무를 교육하는 학과,경영|조직|전략|마케팅|CEO|인사|재무|창업|컨설턴트|회계|생산관리|기업윤리,경제|수학I|수학II|확률과통계|사회·문화|정보,모의창업|마케팅기획|경영전략분석|주식투자|CEO인터뷰|경영동아리
가톨릭대학교,성심,인문,회계학과,회계와 재무 정보를 분석하는 전문 인력을 양성하는 학과,회계|재무|재무분석|CPA|세무사|회계사|세무|감사|재무제표|기업금융|투자|경영지원,경제|수학I|확률과통계|미적분|실용경제|사회·문화,회계장부작성|재무제표분석|모의투자|세금상식|경제동아리|기업분석
가톨릭대학교,성심,인문,국제학부,국제 관계와 글로벌 이슈를 다각도로 탐구하는 학부,국제관계|글로벌|외교|국제이슈|국제기구|NGO|국제법|지역학|통상|국제개발|다문화|영어,국제정치|국제경제|세계지리|세계사|영어|제2외국어,모의유엔|국제뉴스분석|외교관멘토링|해외봉사|영어토론|글로벌매너
가톨릭대학교,성심,인문,법학과,법 이론과 제도를 체계적으로 교육하는 학과,법|판례|법이론|공공|법조인|변호사|판사|검사|헌법|민법|형법|로스쿨,정치와법|사회·문화|생활과윤리|윤리와사상|화법과작문,모의법정|판례연구|법원견학|법률토론|자치법정|인권동아리
가톨릭대학교,성심,인문,경제학과,경제 현상을 이론과 데이터로 분석하는 학과,경제|시장|분석|정책|경제학자|금융|은행|증권|계량경제|미시경제|거시경제|데이터분석,경제|경제수학|미적분|확률과통계|수학I|사회·문화,경제지표분석|모의주식|환율탐구|경제동아리|시장조사|경제정책토론
가톨릭대학교,성심,인문,행정학과,공공 문제 해결을 위한 정책 분석과 행정 실무를 교육하는 학과,행정|정책|공공관리|공무원|공공기관|정책분석|지방자치|공익|행정법|조직관리|리더십|사회문제,정치와법|사회·문화|경제|윤리와사상|확률과통계,정책제안|모의의회|지역봉사|행정조직분석|토론활동|리더십캠프
가톨릭대학교,성심,인문,아동학과,아동의 성장과 발달을 과학적으로 연구하는 학과,아동발달|보육|상담|유아교육|아동심리|보육교사|아동복지|놀이치료|가족|양육|어린이집|아동권리,생활과윤리|사회·문화|가정과학|심리학|음악|미술,아동관찰|교구제작|보육봉사|동화구연|아동미술|멘토링
가톨릭대학교,성심,자연,화학과,물질의 구조와 성질을 탐구하는 기초과학 학과,화학|물질|실험|구조|화학자|신약개발|화장품|분석화학|유기화학|나노화학|연구원|제약,화학I|화학II|물리학I|미적분|기하|생명과학I,화학실험|물질합성|분자구조모형|화학동아리|실험보고서|R&E
가톨릭대학교,성심,자연,수학과,논리적 사고와 수리적 분석 능력을 기르는 학과,수학|논리|분석|이론|수학자|금융수학|데이터|암호학|해석학|대수학|위상수학|통계,수학I|수학II|미적분|확률과통계|기하|실용수학,수학문제풀이|증명연습|수학동아리|수리논술|통계분석|알고리즘
가톨릭대학교,성심,자연,물리학과,자연 현상의 기본 원리를 탐구하는 기초과학 학과,물리|자연현상|이론|실험|물리학자|반도체|광학|양자역학|소재|연구원|기초과학|천체물리,물리학I|물리학II|미적분|기하|화학I|지구과학I,물리실험|법칙증명|천체관측|코딩시뮬레이션|과학동아리|물리대회
가톨릭대학교,성심,인문,공간디자인·소비자학과,공간과 소비자 행동을 분석하는 디자인·소비자 융합 전공,공간디자인|소비자행동|마케팅|인테리어|주거환경|소비자학|VMD|공간기획|트렌드|리빙|디자인경영|전시,미술|사회·문화|경제|기술가정|심리학,공간스케치|소비자조사|인테리어모형|트렌드분석|마케팅제안|디자인실습
가톨릭대학교,성심,인문,의류학과,패션과 섬유를 기반으로 디자인과 비즈니스를 다루는 학과,패션|의류|디자인|섬유|패션디자이너|MD|패션마케팅|의상제작|패션쇼|소재|트렌드|스타일리스트,미술|가정과학|사회·문화|화학I|세계사,의상스케치|패션잡지제작|옷만들기|시장조사|섬유염색|패션동아리
가톨릭대학교,성심,자연,식품영양학과,식품과 영양을 과학적으로 연구하는 학과,식품|영양|건강|영양사|식품기사|급식|임상영양|식품위생|조리|메뉴개발|푸드스타일링|식품공학,화학I|화학II|생명과학I|생명과학II|가정과학,요리실습|식단짜기|영양분석|식품실험|급식봉사|건강캠페인
가톨릭대학교,성심,자연,컴퓨터정보공학부,컴퓨터 시스템과 소프트웨어 전반을 교육하는 학부,컴퓨터|소프트웨어|시스템|IT|개발자|코딩|네트워크|보안|알고리즘|운영체제|데이터베이스|웹개발,정보|정보과학|미적분|확률과통계|물리학I,코딩프로젝트|앱만들기|알고리즘대회|PC조립|서버운영|IT봉사
가톨릭대학교,성심,자연,미디어기술콘텐츠학과,디지털 미디어 기술과 콘텐츠 기획을 융합한 학과,미디어기술|콘텐츠|디지털|영상제작|CG|VR|AR|게임기획|방송기술|멀티미디어|UI/UX|스토리텔링,정보|미술|언어와매체|물리학I|확률과통계,영상편집|3D모델링|게임제작|콘텐츠기획안|방송반|미디어동아리
가톨릭대학교,성심,자연,정보통신전자공학부,전자와 통신 기술을 기반으로 정보통신 산업 인재를 양성하는 학부,전자|통신|정보기술|반도체|회로|이동통신|IoT|네트워크|신호처리|임베디드|하드웨어|엔지니어,물리학I|물리학II|미적분|기하|정보|화학I,회로실험|아두이노|통신키트|로봇코딩|전자공작|물리탐구
가톨릭대학교,성심,자연,생명공학과,생명과학을 기반으로 바이오 기술을 연구하는 학과,생명과학|바이오|연구|유전공학|생명공학자|제약|세포|미생물|바이오산업|백신|DNA|실험,생명과학I|생명과학II|화학I|화학II|미적분|확률과통계,DNA추출|배양실험|과학탐구대회|논문분석|생물동아리|해부실험
가톨릭대학교,성심,자연,바이오메디컬화학공학과,화학공학과 바이오 기술을 결합한 의약 공정을 교육하는 학과,바이오|화학공학|의약|공정|제약|화장품|바이오소재|반응공학|의료용고분자|약물전달|생체재료|연구원,화학I|화학II|생명과학I|생명과학II|미적분|물리학I,화학합성|의약품조사|바이오실험|공정설계|화장품제조|과학동아리
가톨릭대학교,성심,자연,의생명과학과,의학과 생명과학을 연계한 연구 중심 학과,의생명|의학|생명과학|기초의학|질병연구|면역학|암연구|신약|바이오메디컬|해부학|생리학|연구원,생명과학I|생명과학II|화학I|화학II|확률과통계,질병탐구|의학논문읽기|세포관찰|동물실험|병원봉사|생명윤리토론
가톨릭대학교,성심,자연,인공지능학과,인공지능 이론과 실습을 통해 지능형 시스템을 설계하는 학과,인공지능|AI|지능형시스템|딥러닝|머신러닝|데이터|알고리즘|로봇|자연어처리|컴퓨터비전|파이썬|텐서플로우,미적분|기하|확률과통계|정보|인공지능기초|수학II,AI모델링|챗봇제작|이미지분석|코딩동아리|알고리즘스터디|수학탐구
가톨릭대학교,성심,자연,데이터사이언스학과,데이터 분석과 통계를 기반으로 문제 해결 능력을 기르는 전공,데이터분석|통계|빅데이터|데이터사이언티스트|머신러닝|시각화|R|파이썬|정보처리기사|DB|인사이트|통계학,확률과통계|미적분|정보|사회·문화|수학I|경제수학,데이터수집|통계포스터|설문분석|코딩연습|빅데이터사례조사|정보동아리
가톨릭대학교,성심,자연,바이오메디컬소프트웨어학과,의료와 소프트웨어를 융합한 헬스케어를 교육하는 학과,의료소프트웨어|헬스케어|융합|의료IT|디지털헬스|의료정보|병원시스템|AI진단|바이오데이터|원격의료|의공학|앱개발,정보|생명과학I|미적분|확률과통계|인공지능기초,헬스케어앱기획|의료데이터분석|코딩프로젝트|병원견학|바이오뉴스|융합탐구
가톨릭대학교,성심,인문,특수교육과,장애 학생의 교육과 발달을 지원하는 교원을 양성하는 학과,특수교육|교육|상담|장애인|특수교사|재활|통합교육|수어|점자|교육심리|복지|인권,생활과윤리|윤리와사상|교육학|심리학|사회·문화,특수학급봉사|장애이해교육|수어배우기|멘토링|통합교육토론|교재제작
가톨릭대학교,성심,자연,바이오로직스공학부,바이오의약품 생산과 품질 관리를 다루는 공학 학부,바이오의약품|품질관리|생산|GMP|바이오공정|제약회사|바이오시밀러|배양|정제|품질보증|제조|생명공학,생명과학I|생명과학II|화학I|화학II|미적분,바이오실험|의약품제조과정탐구|공장견학|품질분석실습|과학동아리|미생물배양
가톨릭대학교,성심,자연,AI의공학과,인공지능과 의공학을 결합한 의료기기·헬스케어를 교육하는 학과,AI의공학|의료기기|헬스케어|인공지능|생체신호|의료영상|재활공학|바이오센서|로봇의족|뇌공학|융합기술|메디컬,물리학I|물리학II|생명과학I|미적분|정보|인공지능기초,의료기기탐구|코딩실습|아두이노|생체신호측정|융합프로젝트|병원봉사
